mode,row_index,docx_render_s,word_convert_s,signature_s,delete_temp_s,total_s,kept_docx
old_docx_plus_pdf,4,0.046629999997094274,7.849098300095648,0.09611400007270277,0.00034169992431998253,7.992195900063962,True
old_docx_plus_pdf,5,0.05310689995530993,8.23934550001286,0.10833630000706762,0.00032190000638365746,8.401122499955818,True
old_docx_plus_pdf,6,0.04542199999559671,11.32734800002072,0.08446609997190535,0.0002429999876767397,11.45750160003081,True
old_docx_plus_pdf,7,0.04944229999091476,8.11543659993913,0.12027050007600337,0.000237800064496696,8.285393700003624,True
old_docx_plus_pdf,8,0.04108150000683963,9.065893599996343,0.11731600004713982,0.00024129997473210096,9.22454170009587,True
old_docx_plus_pdf,9,0.061262200004421175,9.609949499950744,0.13357469998300076,0.0005228000227361917,9.805334100034088,True
old_docx_plus_pdf,10,0.05173720000311732,9.096911099972203,0.09645179996732622,0.0002598999999463558,9.245368200005032,True
old_docx_plus_pdf,11,0.0461238999851048,11.226579100009985,0.10892180004157126,0.0003125999355688691,11.381958700018004,True
old_docx_plus_pdf,12,0.046231199987232685,9.001157999970019,0.12026919994968921,0.00031999999191612005,9.167992100003175,True
old_docx_plus_pdf,13,0.05304350005462766,10.113338599912822,0.11678679997567087,0.0002921000123023987,10.283473500050604,True
old_docx_plus_pdf,14,0.05985650001093745,9.516924499999732,0.11742630007211119,0.0002573999809101224,9.694473700015806,True
old_docx_plus_pdf,15,0.0501215000404045,8.785559199983254,0.09332829993218184,0.0002617000136524439,8.929278700030409,True
old_docx_plus_pdf,16,0.04530699993483722,9.176270900061354,0.12207439995836467,0.00032899994403123856,9.343994099996053,True
old_docx_plus_pdf,17,0.049607699969783425,11.593500499962829,0.11476430005859584,0.00030809990130364895,11.75819079997018,True
old_docx_plus_pdf,18,0.042958099977113307,8.764089600066654,0.09421980008482933,0.0004667999455705285,8.901745600043796,True
old_docx_plus_pdf,19,0.05429959995672107,8.812208999996074,0.10427979996893555,0.00046030001249164343,8.971265899948776,True
old_docx_plus_pdf,20,0.08198110002558678,8.46595189999789,0.09623659995850176,0.0011085000587627292,8.645302100107074,True
old_docx_plus_pdf,21,0.051717399968765676,8.625780100002885,0.09755469998344779,0.000317899975925684,8.775378899998032,True
old_docx_plus_pdf,22,0.04882299993187189,8.110687599983066,0.10964460007380694,0.00034659996163100004,8.269513899926096,True
old_docx_plus_pdf,23,0.07135930005460978,9.715435200021602,0.10419960005674511,0.0002590999938547611,9.891262299963273,True
old_docx_plus_pdf,24,0.049053800059482455,8.814856000011787,0.09346369991544634,0.0005458000814542174,8.957931600045413,True
old_docx_plus_pdf,25,0.07106720004230738,9.6943326999899,0.10876319999806583,0.000569900032132864,9.874746300047264,True
old_docx_plus_pdf,26,0.05139230005443096,8.241547100013122,0.09546659991610795,0.0002598999999463558,8.388674700050615,True
old_docx_plus_pdf,27,0.06177639996167272,9.67226020002272,0.11264920001849532,0.00026869995053857565,9.846965599921532,True
old_docx_plus_pdf,28,0.05254219996277243,10.917848500073887,0.11262350005563349,0.0009988000383600593,11.084028500015847,True
old_docx_plus_pdf,29,0.052673100028187037,10.758578400011174,0.10930250003002584,0.00029589992482215166,10.920858799945563,True
old_docx_plus_pdf,30,0.04668989998754114,9.330712999915704,0.11057730007451028,0.00024200009647756815,9.488232699921355,True
old_docx_plus_pdf,31,0.05308420001529157,10.673737699980848,0.08148000005166978,0.0003331999760121107,10.808647700003348,True
old_docx_plus_pdf,32,0.045321500045247376,8.246915000025183,0.09561550000216812,0.00028710009064525366,8.38814959989395,True
old_docx_plus_pdf,33,0.05383280001115054,10.073262499994598,0.08142309996765107,0.0004335999255999923,10.208964699995704,True
old_docx_plus_pdf,34,0.04634740005712956,11.527702100109309,0.1080795000307262,0.00024009996559470892,11.682380000012927,True
old_docx_plus_pdf,35,0.0519823000067845,10.627160900039598,0.10689779999665916,0.00023980007972568274,10.786290200077929,True
old_docx_plus_pdf,36,0.046537899994291365,8.9522143000504,0.11271810007747263,0.0003925999626517296,9.111889300053008,True
old_docx_plus_pdf,37,0.0940973999677226,8.933296700008214,0.11247660010121763,0.0006294000195339322,9.140514599974267,True
old_docx_plus_pdf,38,0.04443419992458075,9.383745900006033,0.11108259996399283,0.0005314999725669622,9.539816100033931,True
old_docx_plus_pdf,39,0.05457729997579008,9.522879000054672,0.11523459991440177,0.0002842000685632229,9.692986099980772,True
old_docx_plus_pdf,40,0.07186489994637668,8.127203000010923,0.08539839996956289,0.00024319998919963837,8.28472979995422,True
old_docx_plus_pdf,41,0.055187600082717836,10.105643300106749,0.09890550002455711,0.0007598999654874206,10.260513200075366,True
old_docx_plus_pdf,42,0.04977279994636774,9.541529800044373,0.11751680006273091,0.0005499999970197678,9.709384399931878,True
old_docx_plus_pdf,43,0.067505499930121,9.08872280002106,0.11183619999792427,0.0008732998976483941,9.268953799968585,True
